CASENUM,VEH_NO,PSU,PSU_VAR,PSUSTRAT,REGION,REGIONNAME,URBANICITY,URBANICITYNAME,STRATUM,STRATUMNAME,PJ,WEIGHT,VE_FORMS,MONTH,MONTHNAME,HOUR,HOURNAME,MINUTE,MINUTENAME,HARM_EV,HARM_EVNAME,MAN_COLL,MAN_COLLNAME,NUMOCCS,NUMOCCSNAME,UNITTYPE,UNITTYPENAME,HIT_RUN,HIT_RUNNAME,VIN,VINNAME,MOD_YEAR,MOD_YEARNAME,MDLYR_IM,MDLYR_IMNAME,VPICMAKE,VPICMAKENAME,VPICMODEL,VPICMODELNAME,VPICBODYCLASS,VPICBODYCLASSNAME,MAKE,MAKENAME,MODEL,BODY_TYP,BODY_TYPNAME,ICFINALBODY,ICFINALBODYNAME,GVWR_FROM,GVWR_FROMNAME,GVWR_TO,GVWR_TONAME,TOW_VEH,TOW_VEHNAME,TRLR1VIN,TRLR1VINNAME,TRLR2VIN,TRLR2VINNAME,TRLR3VIN,TRLR3VINNAME,TRLR1GVWR,TRLR1GVWRNAME,TRLR2GVWR,TRLR2GVWRNAME,TRLR3GVWR,TRLR3GVWRNAME,J_KNIFE,J_KNIFENAME,MCARR_ID,MCARR_IDNAME,MCARR_I1,MCARR_I1NAME,MCARR_I2,MCARR_I2NAME,V_Config,V_ConfigNAME,CARGO_BT,CARGO_BTNAME,HAZ_INV,HAZ_INVNAME,HAZ_PLAC,HAZ_PLACNAME,HAZ_ID,HAZ_IDNAME,HAZ_CNO,HAZ_CNONAME,HAZ_REL,HAZ_RELNAME,BUS_USE,BUS_USENAME,SPEC_USE,SPEC_USENAME,EMER_USE,EMER_USENAME,TRAV_SP,TRAV_SPNAME,UNDEROVERRIDE,UNDEROVERRIDENAME,ROLLOVER,ROLLOVERNAME,ROLINLOC,ROLINLOCNAME,IMPACT1,IMPACT1NAME,IMPACT1_IM,IMPACT1_IMNAME,DEFORMED,DEFORMEDNAME,TOWED,TOWEDNAME,M_HARM,M_HARMNAME,VEVENT_IM,VEVENT_IMNAME,FIRE_EXP,FIRE_EXPNAME,DR_PRES,DR_PRESNAME,MAX_VSEV,MAX_VSEVNAME,MXVSEV_IM,MXVSEV_IMNAME,NUM_INJV,NUM_INJVNAME,NUMINJ_IM,NUMINJ_IMNAME,VEH_ALCH,VEH_ALCHNAME,V_ALCH_IM,V_ALCH_IMNAME,MAK_MOD,MAK_MODNAME,DR_ZIP,DR_ZIPNAME,SPEEDREL,SPEEDRELNAME,VTRAFWAY,VTRAFWAYNAME,VNUM_LAN,VNUM_LANNAME,VSPD_LIM,VSPD_LIMNAME,VALIGN,VALIGNNAME,VPROFILE,VPROFILENAME,VSURCOND,VSURCONDNAME,VTRAFCON,VTRAFCONNAME,VTCONT_F,VTCONT_FNAME,P_CRASH1,P_CRASH1NAME,PCRASH1_IM,PCRASH1_IMNAME,P_CRASH2,P_CRASH2NAME,P_CRASH3,P_CRASH3NAME,PCRASH4,PCRASH4NAME,PCRASH5,PCRASH5NAME,ACC_TYPE,ACC_TYPENAME,ACC_CONFIG,ACC_CONFIGNAME
202304647711,1,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,8,Stratum 8 - NLMY PV Minor Injury,138,130.17867369,2,1,January,11,11:00am-11:59am,44,44,12,Motor Vehicle In-Transport,2,Front-to-Front,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,JTMRJREV0GD0,JTMRJREV0GD0,2016,2016,2016,2016,448,Toyota,2217,RAV4,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),49,Toyota,402,14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,55,055 MPH,8,Not Reported,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved,49402,Toyota RAV4 *,35456,35456,0,No,2,"Two-Way, Divided, Unprotected Median",4,Four lanes,55,55 MPH,1,Straight,6,Downhill,1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,1,Going Straight,17,Crossing Over (Passing Through) Junction,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,69,J69-Trafficway Vehicle Turning-Turn Across Path-Initial Opposite Directions (Going Straight),402,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Going Straight]"
202304647711,2,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,8,Stratum 8 - NLMY PV Minor Injury,138,130.17867369,2,1,January,11,11:00am-11:59am,44,44,12,Motor Vehicle In-Transport,2,Front-to-Front,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1FTNF1CT7DKD,1FTNF1CT7DKD,2013,2013,2013,2013,460,Ford,1801,F-150,60,Pickup,12,Ford,481,34,Light Pickup,0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",1,One Trailer,888888888888,Not Reported,777777777777,No Trailing Units,777777777777,No Trailing Units,98,Not Reported,77,No Trailing Units,77,No Trailing Units,1,No,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,10,010 MPH,8,Not Reported,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved,12481,Ford F-Series pickup,35456,35456,0,No,2,"Two-Way, Divided, Unprotected Median",4,Four lanes,55,55 MPH,1,Straight,5,Uphill,1,Dry,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,11,Turning Left,11,Turning Left,15,Turning Left,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,68,J68-Trafficway Vehicle Turning-Turn Across Path-Initial Opposite Directions (Left/Right),401,"Changing Trafficway, Vehicle Turning-Turn Across Path, Initial Opposite Directions [Left/Right]"
202304647713,1,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,7,Stratum 7 - M/H Truck or Bus,138,157.45147116,2,1,January,14,2:00pm-2:59pm,17,17,12,Motor Vehicle In-Transport,9,Rear-to-Side,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,3C7WRMDL7HG6,3C7WRMDL7HG6,2017,2017,2017,2017,496,Ram,13625,5500,74,Incomplete - Chassis Cab (Number of Cab Unknown),7,Dodge,881,61,"Single-unit straight truck or Cab-Chassis (GVWR range 10,001 to 19,500 lbs.)",11,Truck,15,"Class 5: 16,001 - 19,500 lbs. (7,258 - 8,845 kg)",15,"Class 5: 16,001 - 19,500 lbs. (7,258 - 8,845 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,77777777777,Not Reported,77,Not Reported,777777777,Not Reported,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",3,Flatbed,1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,3,003 MPH,8,Not Reported,0,No Rollover,0,No Rollover,9,9 Clock Point,9,9 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,7881,Dodge Medium/Heavy - CBE,35474,35474,0,No,1,"Two-Way, Not Divided",2,Two lanes,45,45 MPH,8,Not Reported,8,Not Reported,1,Dry,20,Stop Sign,3,Device Functioning Properly,11,Turning Left,11,Turning Left,50,Other vehicle stopped,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,84,K84-Trafficway Vehicle Turning-Turn Into Path-Specifics Other,416,"Changing Trafficway, Vehicle Turning-Turn into Path, Other or Unknown"
202304647713,2,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,7,Stratum 7 - M/H Truck or Bus,138,157.45147116,2,1,January,14,2:00pm-2:59pm,17,17,12,Motor Vehicle In-Transport,9,Rear-to-Side,2,02,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1GKEC13Z73R2,1GKEC13Z73R2,2003,2003,2003,2003,472,GMC,1859,Yukon,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),23,GMC,421,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,Stopped Motor Vehicle In- Transport,8,Not Reported,0,No Rollover,0,No Rollover,6,6 Clock Point,6,6 Clock Point,4,Functional Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,23421,GMC Fullsize Jimmy/Yukon,35456,35456,0,No,2,"Two-Way, Divided, Unprotected Median",3,Three lanes,45,45 MPH,1,Straight,1,Level,1,Dry,0,No Controls,0,No Controls,5,Stopped in Roadway,5,Stopped in Roadway,53,Traveling in same direction with higher speed,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,84,K84-Trafficway Vehicle Turning-Turn Into Path-Specifics Other,416,"Changing Trafficway, Vehicle Turning-Turn into Path, Other or Unknown"
202304647721,1,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,5,Stratum 5 - NLMY PV Serious Injury,46,26.785767508,2,1,January,15,3:00pm-3:59pm,30,30,12,Motor Vehicle In-Transport,6,Angle,2,02,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1N4AL21E49N4,1N4AL21E49N4,2009,2009,2009,2009,478,Nissan,1904,Altima,13,Sedan/Saloon,35,Nissan/Datsun,47,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,55,055 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved,35047,Nissan/Datsun Altima,35401,35401,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,2,Curve - Right,5,Uphill,1,Dry,97,Not Reported,8,Not Reported,14,Negotiating a Curve,14,Negotiating a Curve,10,Over the lane line on left side of travel lane,6,Steering left,1,Tracking,2,"Stayed on roadway, but left original travel lane",64,"I64-Same Trafficway, Opposite Direction-Angle, Sideswipe-Lateral Move (Left/Right)",301,"Same Trafficway, Opposite Direction-Lateral Move [Left/Right], Head-On, Sideswipe, or Angle"
202304647721,2,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,5,Stratum 5 - NLMY PV Serious Injury,46,26.785767508,2,1,January,15,3:00pm-3:59pm,30,30,12,Motor Vehicle In-Transport,6,Angle,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1N4AL3APXHC4,1N4AL3APXHC4,2017,2017,2017,2017,478,Nissan,1904,Altima,13,Sedan/Saloon,35,Nissan/Datsun,47,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,40,040 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,8,8 Clock Point,8,8 Clock Point,6,Disabling Damage,6,Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved,35047,Nissan/Datsun Altima,35453,35453,0,No,1,"Two-Way, Not Divided",2,Two lanes,55,55 MPH,3,Curve - Left,6,Downhill,1,Dry,97,Not Reported,8,Not Reported,14,Negotiating a Curve,14,Negotiating a Curve,62,From opposite direction  over left lane line,7,Steering right,1,Tracking,4,Departed roadway,65,"I65-Same Trafficway, Opposite Direction-Angle, Sideswipe-Lateral Move (Going Straight)",302,"Same Trafficway, Opposite Direction-Lateral Move [Going Straight], Head-On, Sideswipe, or Angle"
202304647724,1,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,138,217.74927367,2,1,January,6,6:00am-6:59am,53,53,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1GNEC13T25R1,1GNEC13T25R1,2005,2005,2005,2005,467,Chevrolet,1852,Tahoe,7,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),20,Chevrolet,421,15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",0,Not Applicable,12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",12,"Class 2: 6,001 - 10,000 lbs. (2,722 - 4,536 kg)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,999,Reported as Unknown,8,Not Reported,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,20421,Chevrolet Fullsize Blazer/Tahoe,35490,35490,0,No,4,One-Way Trafficway,5,Five lanes,45,45 MPH,1,Straight,1,Level,2,Wet,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,1,Going Straight,1,Going Straight,50,Other vehicle stopped,16,Braking,1,Tracking,1,Stayed in original travel lane,20,"D20-Same Trafficway, Same Direction-Rear End-Stopped",202,"Same Trafficway, Same Direction-Rear End, Lead Vehicle"
202304647724,2,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,138,217.74927367,2,1,January,6,6:00am-6:59am,53,53,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1HGCP2F77AA0,1HGCP2F77AA0,2010,2010,2010,2010,474,Honda,1861,Accord,13,Sedan/Saloon,37,Honda,32,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,0,Stopped Motor Vehicle In- Transport,8,Not Reported,0,No Rollover,0,No Rollover,6,6 Clock Point,6,6 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,37032,"Honda Accord (Note: For Crosstour model years 2010 and 2011 only. For Crosstour model years 2012-2015, see vehicle model 37-405)",35406,35406,0,No,4,One-Way Trafficway,5,Five lanes,45,45 MPH,1,Straight,1,Level,2,Wet,3,Traffic control signal(on colors) not known whether or not Pedestrian Signal,3,Device Functioning Properly,5,Stopped in Roadway,5,Stopped in Roadway,53,Traveling in same direction with higher speed,1,No Avoidance Maneuver,1,Tracking,1,Stayed in original travel lane,21,"D21-Same Trafficway, Same Direction-Rear End-Stopped, Straight",201,"Same Trafficway, Same Direction-Rear End, Trailing Vehicle"
202304647731,1,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,46,217.74927367,2,1,January,15,3:00pm-3:59pm,24,24,12,Motor Vehicle In-Transport,6,Angle,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1C4GJ25BX3B1,1C4GJ25BX3B1,2003,2003,2003,2003,477,Chrysler,15131,Voyager,2,Minivan,6,Chrysler,442,20,"Minivan (Chrysler Town and Country, Caravan, Grand Caravan, Voyager, Voyager, Honda-Odyssey, ...)",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,10,010 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,11,11 Clock Point,11,11 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,6442,Chrysler Voyager (2000 - 2003; 1984-00 see Plymouth. For 2020 on see 06-444.),35444,35444,0,No,0,Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access,0,No Statutory Limit/Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access,0,Non-Trafficway or Driveway Access,97,Not Reported,8,Not Reported,10,Turning Right,10,Turning Right,16,Turning Right,99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,78,K78-Trafficway Vehicle Turning-Turn Into Path-Turn Into Same Direction (Turning Right),410,"Changing Trafficway, Vehicle Turning-Turn Into Path, Turn into Same Direction [Turning Right]"
202304647731,2,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,46,217.74927367,2,1,January,15,3:00pm-3:59pm,24,24,12,Motor Vehicle In-Transport,6,Angle,2,02,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1G11C5SA1DF2,1G11C5SA1DF2,2013,2013,2013,2013,467,Chevrolet,1834,Malibu,13,Sedan/Saloon,20,Chevrolet,37,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,10,010 MPH,0,No Underride or Override,0,No Rollover,0,No Rollover,4,4 Clock Point,4,4 Clock Point,2,Minor Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,20037,Chevrolet Malibu/Malibu Maxx,35401,35401,0,No,1,"Two-Way, Not Divided",2,Two lanes,15,15 MPH,1,Straight,1,Level,2,Wet,97,Not Reported,8,Not Reported,1,Going Straight,1,Going Straight,70,"From driveway, turning into same direction",99,Unknown/Not Reported,1,Tracking,1,Stayed in original travel lane,79,K79-Trafficway Vehicle Turning-Turn Into Path-Turn Into Same Direction (Going Straight),411,"Changing Trafficway, Vehicle Turning-Turn Into Path, Turn into Same Direction [Going Straight, Other Vehicle Turning Right]"
202304647738,1,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,138,138.11173411,2,1,January,23,11:00pm-11:59pm,35,35,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,01,1,Motor Vehicle In-Transport (Inside or Outside the Trafficway),0,No,1N4AL3AP3JC1,1N4AL3AP3JC1,2018,2018,2018,2018,478,Nissan,1904,Altima,13,Sedan/Saloon,35,Nissan/Datsun,47,4,"4-door sedan, hardtop",0,Not Applicable,11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",11,"Class 1: 6,000 lbs. or less (2,722 kg or less)",0,No Trailers,777777777777,No Trailing Units,777777777777,No Trailing Units,777777777777,No Trailing Units,77,No Trailing Units,77,No Trailing Units,77,No Trailing Units,0,Not an Articulated Vehicle,00000000000,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable (N/A),1,No,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not Applicable,0,Not a Bus,0,No Special Use Noted,0,Not Applicable,20,020 MPH,8,Not Reported,0,No Rollover,0,No Rollover,12,12 Clock Point,12,12 Clock Point,6,Disabling Damage,5,Not Towed,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,0,No or Not Reported,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured in Vehicle,0,No Person Injured in Vehicle,2,No Alcohol Involved,2,No Alcohol Involved,35047,Nissan/Datsun Altima,36701,36701,0,No,2,"Two-Way, Divided, Unprotected Median",3,Three lanes,25,25 MPH,1,Straight,1,Level,2,Wet,0,No Controls,0,No Controls,1,Going Straight,1,Going Straight,80,Pedestrian in road,6,Steering left,1,Tracking,2,"Stayed on roadway, but left original travel lane",40,"E40-Same Trafficway, Same Direction-Forward Impact-Avoid Collision With Object",204,"Same Trafficway, Same Direction-Forward Impact, Frontal Impact After Maneuver"
