CASENUM,PSU,PSU_VAR,PSUSTRAT,REGION,REGIONNAME,URBANICITY,URBANICITYNAME,STRATUM,STRATUMNAME,PJ,WEIGHT,PEDS,PERNOTMVIT,VE_TOTAL,VE_FORMS,PVH_INVL,PERMVIT,MONTH,MONTHNAME,DAY_WEEK,DAY_WEEKNAME,WKDY_IM,WKDY_IMNAME,YEAR,YEARNAME,HOUR,HOURNAME,HOUR_IM,HOUR_IMNAME,MINUTE,MINUTENAME,MINUTE_IM,MINUTE_IMNAME,HARM_EV,HARM_EVNAME,EVENT1_IM,EVENT1_IMNAME,MAN_COLL,MAN_COLLNAME,MANCOL_IM,MANCOL_IMNAME,RELJCT1,RELJCT1NAME,RELJCT1_IM,RELJCT1_IMNAME,RELJCT2,RELJCT2NAME,RELJCT2_IM,RELJCT2_IMNAME,TYP_INT,TYP_INTNAME,REL_ROAD,REL_ROADNAME,WRK_ZONE,WRK_ZONENAME,LGT_COND,LGT_CONDNAME,LGTCON_IM,LGTCON_IMNAME,WEATHER,WEATHERNAME,WEATHR_IM,WEATHR_IMNAME,SCH_BUS,SCH_BUSNAME,INT_HWY,INT_HWYNAME,MAX_SEV,MAX_SEVNAME,MAXSEV_IM,MAXSEV_IMNAME,NUM_INJ,NUM_INJNAME,NO_INJ_IM,NO_INJ_IMNAME,ALCOHOL,ALCOHOLNAME,ALCHL_IM,ALCHL_IMNAME
202304646514,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4148,223.23894247,0,0,2,2,0,2,1,January,4,Wednesday,4,Wednesday,2023,2023,13,1:00pm-1:59pm,13,1:00pm-1:59pm,55,55,55,55,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,7,Sideswipe - Same Direction,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304646564,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4148,141.94136347,0,0,2,2,0,3,1,January,4,Wednesday,4,Wednesday,2023,2023,22,10:00pm-10:59pm,22,10:00pm-10:59pm,0,0,0,0,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,7,Sideswipe - Same Direction,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304646590,25,25,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4150,218.84769319,0,0,2,2,0,3,1,January,2,Monday,2,Monday,2023,2023,10,10:00am-10:59am,10,10:00am-10:59am,0,0,0,0,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,2,Rain,2,Rain,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304646592,25,25,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4150,131.83084766,0,0,1,1,0,1,1,January,4,Wednesday,4,Wednesday,2023,2023,19,7:00pm-7:59pm,19,7:00pm-7:59pm,50,50,50,50,59,Traffic Sign Support,59,Traffic Sign Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,Yes,1,Yes,19,Other location within Interchange Area,19,Other location within Interchange Area,1,Not an Intersection,4,On Roadside,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304646595,25,25,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4150,138.4046856,0,0,1,1,0,1,1,January,3,Tuesday,3,Tuesday,2023,2023,8,8:00am-8:59am,8,8:00am-8:59am,7,7,7,7,24,Guardrail Face,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Daylight,10,Cloudy,10,Cloudy,0,No,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304646596,77,77,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,8,Stratum 8 - NLMY PV Minor Injury,4151,132.36109359,0,0,1,1,0,2,1,January,6,Friday,6,Friday,2023,2023,17,5:00pm-5:59pm,17,5:00pm-5:59pm,41,41,41,41,11,Live Animal,11,Live Animal,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,2,Dark - Not Lighted,2,Dark - Not Lighted,10,Cloudy,10,Cloudy,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304646607,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4152,131.12772881,0,0,1,1,0,1,1,January,4,Wednesday,4,Wednesday,2023,2023,11,11:00am-11:59am,11,11:00am-11:59am,17,17,17,17,44,"Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.)",44,"Pavement Surface Irregularity (Ruts, Potholes, Grates, etc.)",0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,2,Rain,2,Rain,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304646640,39,39,7,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,4154,51.955064137,0,0,2,2,0,2,1,January,5,Thursday,5,Thursday,2023,2023,15,3:00pm-3:59pm,15,3:00pm-3:59pm,8,8,8,8,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,7,Sideswipe - Same Direction,1,Yes,1,Yes,18,Through Roadway,18,Through Roadway,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,1,Yes,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,9,Reported as Unknown,1,Alcohol Involved
202304646787,59,59,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4137,142.15884183,0,0,2,2,0,2,1,January,5,Thursday,5,Thursday,2023,2023,17,5:00pm-5:59pm,17,5:00pm-5:59pm,35,35,35,35,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,7,Sideswipe - Same Direction,7,Sideswipe - Same Direction,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304646818,59,59,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,4137,54.478662618,0,0,2,2,0,2,1,January,6,Friday,6,Friday,2023,2023,15,3:00pm-3:59pm,15,3:00pm-3:59pm,30,30,30,30,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304646824,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4139,141.34570405,0,0,2,2,0,2,1,January,1,Sunday,1,Sunday,2023,2023,19,7:00pm-7:59pm,19,7:00pm-7:59pm,33,33,33,33,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,10,Cloudy,10,Cloudy,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304646843,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,4139,54.461391025,0,0,3,3,0,3,1,January,5,Thursday,5,Thursday,2023,2023,10,10:00am-10:59am,10,10:00am-10:59am,29,29,29,29,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),2,2,2,2,2,No Alcohol Involved,2,No Alcohol Involved
202304646875,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4139,135.09245684,0,0,2,2,0,2,1,January,5,Thursday,5,Thursday,2023,2023,14,2:00pm-2:59pm,14,2:00pm-2:59pm,32,32,32,32,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304646924,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4142,26.121574002,0,0,3,3,0,4,1,January,6,Friday,6,Friday,2023,2023,8,8:00am-8:59am,8,8:00am-8:59am,33,33,33,33,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,2,Front-to-Front,2,Front-to-Front,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,1,Yes,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),4,4,4,4,2,No Alcohol Involved,2,No Alcohol Involved
202304646962,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4142,135.18572704,0,0,2,2,0,2,1,January,6,Friday,6,Friday,2023,2023,9,9:00am-9:59am,9,9:00am-9:59am,11,11,11,11,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304647003,78,78,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4146,141.59880277,0,0,2,2,0,2,1,January,6,Friday,6,Friday,2023,2023,7,7:00am-7:59am,7,7:00am-7:59am,40,40,40,40,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,4,Dawn,4,Dawn,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304647071,22,22,5,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",2,Rural Area,10,Stratum 10 - Other,4149,222.74751596,0,0,1,1,0,1,1,January,6,Friday,6,Friday,2023,2023,16,4:00pm-4:59pm,16,4:00pm-4:59pm,1,1,1,1,34,Ditch,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Daylight,4,Snow,4,Snow,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304647076,77,77,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,4151,138.14428062,0,0,1,1,0,1,1,January,5,Thursday,5,Thursday,2023,2023,2,2:00am-2:59am,2,2:00am-2:59am,30,30,30,30,11,Live Animal,11,Live Animal,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,6,Dark - Unknown Lighting,6,Dark - Unknown Lighting,98,Not Reported,1,Clear,0,No,0,No,9,Unknown/Not Reported,0,No Apparent Injury (O),99,All Persons in Crash are Unknown If Injured,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304647096,39,39,7,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4154,210.86019124,0,0,1,1,0,1,1,January,6,Friday,6,Friday,2023,2023,10,10:00am-10:59am,10,10:00am-10:59am,21,21,21,21,25,Concrete Traffic Barrier,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,Yes,1,Yes,5,Entrance/Exit Ramp Related,5,Entrance/Exit Ramp Related,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304647111,39,39,7,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4154,134.35656935,0,0,2,2,0,2,1,January,6,Friday,6,Friday,2023,2023,17,5:00pm-5:59pm,17,5:00pm-5:59pm,17,17,17,17,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,0,No,0,No,3,Intersection-Related,3,Intersection-Related,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304647132,60,60,21,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,232,155.41241244,0,0,2,2,0,2,1,January,4,Wednesday,4,Wednesday,2023,2023,18,6:00pm-6:59pm,18,6:00pm-6:59pm,21,21,21,21,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,10,Cloudy,10,Cloudy,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304647135,10,10,21,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,318,65.921269697,0,0,2,2,0,3,1,January,3,Tuesday,3,Tuesday,2023,2023,8,8:00am-8:59am,8,8:00am-8:59am,0,0,0,0,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,1,Yes,1,Yes,18,Through Roadway,18,Through Roadway,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304647155,35,35,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4141,222.47241975,0,0,2,2,0,4,1,January,4,Wednesday,4,Wednesday,2023,2023,12,12:00pm-12:59pm,12,12:00pm-12:59pm,45,45,45,45,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304647159,35,35,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,3,Stratum 3 - Motorcycle Any Injury,4141,26.208475541,0,0,1,1,0,1,1,January,1,Sunday,1,Sunday,2023,2023,11,11:00am-11:59am,11,11:00am-11:59am,23,23,23,23,24,Guardrail Face,24,Guardrail Face,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304647188,32,32,17,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,4145,139.52294719,0,0,1,1,0,1,1,January,2,Monday,2,Monday,2023,2023,5,5:00am-5:59am,5,5:00am-5:59am,13,13,13,13,35,Embankment,35,Embankment,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,2,Dark - Not Lighted,5,"Fog, Smog, Smoke",5,"Fog, Smog, Smoke",0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304647214,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4148,25.929429426,0,0,1,1,0,3,1,January,1,Sunday,1,Sunday,2023,2023,2,2:00am-2:59am,2,2:00am-2:59am,12,12,12,12,30,Utility Pole/Light Support,30,Utility Pole/Light Support,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,1,Yes,1,Yes,3,Intersection-Related,3,Intersection-Related,3,T-Intersection,4,On Roadside,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,3,Suspected Serious Injury (A),3,Suspected Serious Injury (A),3,3,3,3,2,No Alcohol Involved,2,No Alcohol Involved
202304647253,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4148,223.23894247,0,0,2,2,0,2,1,January,5,Thursday,5,Thursday,2023,2023,15,3:00pm-3:59pm,15,3:00pm-3:59pm,10,10,10,10,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,1,Front-to-Rear,1,Front-to-Rear,1,Yes,1,Yes,18,Through Roadway,18,Through Roadway,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,1,Clear,1,Clear,0,No,1,Yes,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
202304647282,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,4148,54.752239818,0,0,2,2,0,3,1,January,5,Thursday,5,Thursday,2023,2023,18,6:00pm-6:59pm,18,6:00pm-6:59pm,20,20,20,20,12,Motor Vehicle In-Transport,12,Motor Vehicle In-Transport,6,Angle,6,Angle,0,No,0,No,2,Intersection,2,Intersection,2,Four-Way Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,1,Clear,1,Clear,0,No,0,No,1,Possible Injury (C),1,Possible Injury (C),1,1,1,1,2,No Alcohol Involved,2,No Alcohol Involved
202304647327,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4152,37.111869717,1,1,1,1,0,1,1,January,5,Thursday,5,Thursday,2023,2023,18,6:00pm-6:59pm,18,6:00pm-6:59pm,45,45,45,45,8,Pedestrian,8,Pedestrian,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,3,Dark - Lighted,3,Dark - Lighted,2,Rain,2,Rain,0,No,0,No,4,Fatal Injury (K),4,Fatal Injury (K),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304647329,47,47,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,10,Stratum 10 - Other,4153,218.1275432,0,0,1,1,0,1,1,January,6,Friday,6,Friday,2023,2023,18,6:00pm-6:59pm,18,6:00pm-6:59pm,28,28,28,28,53,Mail Box,53,Mail Box,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,2,Dark - Not Lighted,10,Cloudy,10,Cloudy,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304647331,47,47,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,4153,138.55644026,0,0,1,1,0,1,1,January,6,Friday,6,Friday,2023,2023,8,8:00am-8:59am,8,8:00am-8:59am,51,51,51,51,11,Live Animal,11,Live Animal,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,1,On Roadway,0,,1,Daylight,1,Daylight,10,Cloudy,10,Cloudy,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,9,Reported as Unknown,2,No Alcohol Involved
202304647334,47,47,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,6,Stratum 6 - LMY PV Minor Injury,4153,52.991202556,0,0,1,1,0,1,1,January,4,Wednesday,4,Wednesday,2023,2023,19,7:00pm-7:59pm,19,7:00pm-7:59pm,20,20,20,20,34,Ditch,34,Ditch,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,4,On Roadside,0,,2,Dark - Not Lighted,2,Dark - Not Lighted,1,Clear,1,Clear,0,No,0,No,2,Suspected Minor Injury (B),2,Suspected Minor Injury (B),1,1,1,1,9,Reported as Unknown,2,No Alcohol Involved
202304647465,48,48,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,91,158.90507293,0,0,1,1,0,1,1,January,2,Monday,2,Monday,2023,2023,6,6:00am-6:59am,6,6:00am-6:59am,15,15,15,15,25,Concrete Traffic Barrier,25,Concrete Traffic Barrier,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,The First Harmful Event was Not a Collision with a Motor Vehicle In-Transport,0,No,0,No,1,Non-Junction,1,Non-Junction,1,Not an Intersection,3,On Median,0,,4,Dawn,4,Dawn,10,Cloudy,10,Cloudy,0,No,0,No,0,No Apparent Injury (O),0,No Apparent Injury (O),0,No Person Injured/Property Damage Only Crash,0,No Person Injured/Property Damage Only Crash,2,No Alcohol Involved,2,No Alcohol Involved
